price,title,category,city,time,description,superficie,transType,bains,chambres
160000.0,Appartement à  Vendre à l'R6,Appartements,Monastir,a day ago,"A l'R6,  à proximité de la faculté de médecines dentaires, dans un immeuble neuf , à vendre un  appartement , au quatrième étage sans ascenseur,   composé d'un salon, deux chambres, cuisine, salle de bain et salle d'eau . Avec une grande terrasse .Chauffage central . Proximité du centre ville. 
Tél : Afficher le numéro
GSM: Afficher le numéro",102.0,À Vendre,1,2
175000.0,Jardin menzah 2; A vendre un S+1 haut standing,Appartements,Ariana,a day ago,"🔰 Jardins d'El Menzah 2 côté Mercure 
À Vendre Spacieux S+1 de haut Standing 
◾️2éme étage sans ascenseur 
◾️ Superficie : 51m² Net sur le titre
◾️Un salon donnant sur un grand balcon 
◾Une chambre à coucher avec un dressing 
◾Une cuisine équipée d'une plaque et hotte ouverte sur le salon
◾ Une salle de bain avec baignoire.
◾ Chauffage central
◾ Résidence R+2 bien entretenue et gardée 

💰 Prix : 175 MD.
Rapport locatif : 800 TND/mois.
📱Pour plus d’informations n’hésitez pas à nous contacter au Afficher le numéro / Afficher le numéro",51.0,À Vendre,1,1
,A Vendre Duplex Moderne 195m² à la Soukra,Maisons et Villas,Ariana,a day ago,"La Maison de l’immobilier vous propose à la vente en exclusivité :

Un Duplex haut standing – 195 m² – La Soukra

– Duplex situé dans une résidence moderne R+2, sans ascenseur, sécurisée et proche de toutes commodités
– Entrée totalement indépendante directement au duplex

Rez-de-chaussée :
– Hall d’entrée
– Salon lumineux avec séjour ouvert
– Salle d’eau invités
– Cuisine contemporaine attenante à un séchoir équipé de rangements
– Jardin privatif

Étage :
– Suite parentale avec salle de bain
– Deux chambres spacieuses
– Salle de bain commune

Équipements :
– Chauffage central
– Climatisation split système
– Deux places de parking au sous-sol
– Cellier

N’hésitez pas à nous contacter pour plus d’informations ou pour organiser une visite.",180.0,À Vendre,3,3
125000.0,appartement rez de chaussée,Appartements,Ben Arous,a day ago,"appartement s+2 situé à boukornine près de mosqué bilel 
-gaz de ville 
- balcon 
contacter Afficher le numéro",90.0,À Vendre,1,2
169999.0,vente soukra s+3 3émé étage sans ascenseur  totalement refait,Appartements,Ariana,a day ago,"ennasr homing met en vente un s+3 au troisiéme étage d'une résidence calme 
sans ascenseur totalement refait 
il se présente ainsi
salon avec balcon avec vue dégagée 
salle d'eau invités
cuisine équipée avec séchoir 
partie nuit 
trois chambres avec dressing
salle de bain 
abri de voiture",101.0,À Vendre,2,3
,vente el ghazela grand s+3 jamais habitée  2éme étage ss ascenseur,Appartements,Ariana,a day ago,"ennasr homing met en vente un grand s+3 jamais habité au deuxiéme étage d'une résidence toute neuve sans ascenseur
il se présente ainsi 
un grand salon lumineux qui donne sur un balcon vue dégagée 
salle d'eau invités 
cuisine équipée avec séchoir
partie nuit 
suite parentale 
deux chambres à coucher avec dressing 
salle de bain 
place parking au sous sol",180.0,À Vendre,3,3
159998.0,Maison de luxe à vendre à Metline,Appartements,Bizerte,a day ago,"Réf 2677 
Appartement de Luxe à vendre prêt à Habiter à Metline, Bizerte 
Emplacement privilégié : situé sur 2 rues  au centre ville , à proximité de toutes commodités , et à seulement 5 minutes des plages Chat Mami et Jwebi.
Caractéristiques :
Superficie de 100m² avec une terrasse sur le toit récemment rénovée.
Grand salon spacieux et lumineux.
2 grandes chambres avec un espace généreux et de nombreux rangements.
2 salles de bains modernes, chacune équipée d’une douche.
Une toilette supplémentaire pour plus de confort.
Cuisine entièrement équipée 
prix de vente 160MD
Pour plus d’informations et visite, contactez *EDF Immobilière📞 Afficher le numéro/ ☎️ Afficher le numéro/📞 Afficher le numéro",100.0,À Vendre,2,2
179000.0,vente ennasr2 s+1 petite surface,Appartements,Ariana,a day ago,"ennasr homing meten vente un petit s+1 au cinquiéme étage d'une residence bien entretenue 
il se présente ainsi 
salon en marbre blanc 
cuisine équipée 
salle d""eau douche 
séchoir 
chambre avec dressing",43.0,À Vendre,1,1
205000.0,Appartements S+2 H Standing en cours de construction  à 200 mètres plage Hammam ghzeez,Appartements,Nabeul,a day ago,"A vendre des appartements Haut standing  en cours de construction à Hammam ghzeez situé à 200 mètres de la plage.
Immeuble R+3 situé sur une rue de largeur 20 mètres  .     
Immeuble avec permis de construction(STEG,SONEDE  et ONAS) équipée  des caméra de surveillance                                   
Appartement haut standing S+2 superficie a partir de 95 m²
Prix à partir de 205 000 Dt                       
Fin des travaux Mai 2026
Appartement avec titre foncier.
Référence : VT993
TEL : Afficher le numéro / Afficher le numéro / Afficher le numéro
WhatsApp : Afficher le numéro / Afficher le numéro",95.0,À Vendre,1,2
390000.0,"A vendre maison style arabesque au centre ville ,Tunis",Maisons et Villas,Tunis,a day ago,"L’Agence Immobilière La Méditerranée propose à la vente une maison de style arabe située dans un emplacement stratégique, Au prix de 390 000 dinars. Elle dispose d’un titre de propriété enregistré au registre foncier et comprend 6 pièces (S+5) réparties sur deux étages, ainsi qu’un troisième niveau avec terrasse et chambre. La maison est équipée d’une installation de puits alimentant toute la demeure et raccordée au gaz de ville.",140.0,À Vendre,1,4
200000.0,"A Vendre 2 Appartements à quelque Mètres de la mer, Ghar EL Melh",Appartements,Bizerte,a day ago,"Réf 2478: A Vendre à Ghar EL Melh bizerte 
✨ 2 appartements à Ghar EL Melh, Bizerte 
📌emplacement idéal à Quelque mètres de la mer 
📌superficie; 95m²
 chaque appartement composée d'un 
salon,3 chambres a coucher, cuisine, SDB, terrasse + place de parking 
prix de chaque Appartement 200 MD (Avec facilités de paiement sur une durée maximal d'un an) 
"" EDF Immobilière 
MERCI ET BIENVENU *",95.0,À Vendre,1,3
730.0,A VENDRE  VILLA     GHAZELA     ARIANA,Maisons et Villas,Ariana,a day ago,"**** *A VENDRE VILLA *****
 - LA VILLA EST REPARTI SUR UN NIVEAU SITUEE DANS UN QUARTIER RESEDIENTIEL
- PRIX ; 730MD
- TEL ; Afficher le numéro",350.0,À Vendre,,
,"RÉF 2208: ROYAL VILLA SUR 2105 M², CORNICHE, BIZERTE",Maisons et Villas,Bizerte,a day ago,"Réf 2208: Royal Villa sur 2105 m²,corniche,Bizerte
-Surface terrain : 2105 m2
-Surface bâtie : 650 m2 sur 3 niveaux rez de jardin, rez de chaussée et 1er étage Villa composée de 9 pièces + 2 cuisines + 2 salles a manger + 3 salon + 4 salle de bain + 3 jardins + 1 piscine + 2 garage Commodités: -Accès par chemin privé -1 porte d'entrée principale ( RDC ) -1 porte automatisée pour voiture ( RDC ) -1 porte manuelle pour voiture ( Rez de jardin ) -2 garages et un abri voiture ( RDC ) -Une capacité d’accueil pour 7 voitures : 6 voitures niveau RDC et 1 voiture niveau rez de jardin -Un jardin bucolique a l’entrée -Un très grand jardin principal gazonné surface 400 m2 -Une piscine 12 m x 8m a débordement avec 3 niveaux de fond avec éclairage. -Un jardin a la partie inférieure avec un patio contenant des arbres fruitiers ( 2 citronniers 4 oranger 1 figuier 1 mûrier 2 néfliers) et 2 grands oliviers -Une citerne pour le fuel : chauffage central dans toutes les pièces -Un local technique : Centrale chaudière ( fuel) + chauffe eau électrique / solaire -Un panneau solaire installé sur le toit -Un réservoir pour stocker les eaux pluviales -Un puit-sondage pour l’arrosage -un local technique : installation piscine système électrique + moteur pompe + réservoir filtre... -Rez de jardin -Un appartement indépendant comprenant : -une cuisine -un hall salon salle a manger -1 salle de bain -2 chambre a coucher -Plusieurs placard de rangement le Rez de chaussée offre: -Une très grande porte d’accès en bois noble -Un hall central avec porte d’accès sur jardin principal -Une cuisine équipée -Deux salons -Une salle a manger -Un séjour -3 chambres a coucher -1 salle de bain une avec baignoire -1 Douche-wc -1 er étage offre: -1 suite parentale comprenant une salle de bain avec baignoire et douche, un dressing , un petit séjour, une terrasse avec vue sur mer. -1 suite parentale comprenant un dressing une salle de bain avec douche une chambre enfant et une terrasse avec vue sur jardin piscine -Un spacieux séjour -Une terrasse indépendante avec vue sur jardin et piscine .",2105.0,À Vendre,4,9
335000.0,A Vendre S1  avc place de parking  Jardins de Carthage,Appartements,Tunis,a day ago,"La Maison de l’Immobilier vous propose à la vente un appartement S1 de 65 m² situé dans une résidence gardée et sécurisée de haut standing aux Jardins de Carthage. Il se compose d’un salon lumineux, d’une cuisine ouverte agencée et entièrement équipée (hotte, plaque et four) avec séchoir, d’un dressing au niveau du hall, d’une chambre à coucher avec dressing ainsi que d’une salle de douche. L’appartement est également équipé du chauffage central et de la climatisation en split. Pour plus d’informations ou pour organiser une visite, n’hésitez pas à nous contacter.",65.0,À Vendre,1,1
450000.0,Villa sur 3 Niveaux à Vendre à Rimel Bizerte,Maisons et Villas,Bizerte,a day ago,"À Vendre : Villa en Triplex à Rimel - Bizerte 
 Superficie du terrain : 200 m² 
 Surface bâtie : 250 m² 
 Situation juridique : Titre foncier 
Composition 
Rez-de-chaussée 100 m² : Salon une cuisine une salle à manger une  salle d'eau un jardin et abri 
1er étage 100 m² : 3 chambres et un terrasse
 2éme étage 50 m² : 1 chambre et une  salle d'eau 
Prix : 450 MD 
Pour plus d’infos visiter notre agence située à complexe commercial Bizerte centre bureau N° 58",200.0,À Vendre,2,4
649.0,A  VENDRE     VILLA INACHEVEE       RIADH  ANDALOS    ARIANA,Maisons et Villas,Ariana,a day ago,"****A VENDRE VILLA INACHEVEE A RIADH ANDALOUS *** 
-BATI REZ-DE JARDIN , REZ DE CHAUSSEE ET 1ER ETAGE 
-PLAN DISPONIBLE 
-QUARTIER RESIDENTIEL , CALME ET ACCESSIBLE
 -POSSIBILITE DE PERSONNALISATION TOTALE 
- SUPERFICIER TERAIN  ; 345m2 / - couvert ; 400m2 
- TEL ; Afficher le numéro
ADRESS E",370.0,À Vendre,,
700000.0,Villa en triplex à vendre à cité tayaran Bizerte,Maisons et Villas,Bizerte,a day ago,"Réf 2670 - EDF immobiliére 
Villa en triplex à vendre à cité tayaran Bizerte 
sous sol garage future Maison espace vert ( 240m² ) 
rez de chaussée maison s+4 de 268 m² + jardin et abri voiture 
1ére étage maison s+3 de 220 m² 
surface de terrain 375 m² 
situation juridique : titre individuel 
Prix de vente : 700 MD Négociable 
Possibilité de vendre par étage 
Pour plus d'informations merci de nous contacter / Complexe commercial Bizerte centre bureau N° 58",368.0,À Vendre,2,7
415000.0,A Vendre : S+2 haut standing Vue piscine dans une résidence gardée avec ascenseur et double piscine à AFH2 Mrezga Nabeul.,Appartements,Nabeul,a day ago,"A Vendre :
S+2 haut standing Vue piscine dans une résidence gardée avec ascenseur et double piscine à AFH2 Mrezga Nabeul. 

Il se compose d’un salon avec un balcon vue piscine, une cuisine bien équipée et aménagée (plaque, hotte, four, Frigidaire, Machine à lave, Micro-onde). Une chambre parentale avec dressing, une chambre d’enfant et une salle de bain.

Cet appartement est équipé par le chauffage central et la climatisation.

Superficie : 97 m².
Prix de vente : 415 000 DT (Prix Y Compris Meubles).

Pour plus d’informations contactez nos agents : Afficher le numéro / Afficher le numéro / Afficher le numéro / Afficher le numéro / Afficher le numéro.
Nous sommes disponibles sur WhatsApp sur le Numéro Afficher le numéro17.",97.0,À Vendre,1,2
421.0,Villa à vendre a Mejez EL Beb    58 117 924,Maisons et Villas,Béja,a day ago,"Villa à vendre S3 moderne dans un quartier calme se compose d'un salon, salle à manger, cuisine, Trois chambres à coucher et une salle d'eau, salle de bain et toilette.
 Entourée d'un jardin  avec place pour voiture. 
(+ wifi) 
 
Téléphone: Afficher le numéro",364.0,À Vendre,1,3
2450000.0,🏠A vendre une superbe villa sur vaste jardin avec piscine  à Chotrana 🏠,Maisons et Villas,Ariana,a day ago,"La  Rosa immobilière vous propose en vente cette magnifique parle immobilière✨ situé à Chotrana, notre villa construite sur 2 niveaux se caractérise par son vaste espace verdoyant apaisant et relaxant et une belle piscine.

🔹 Le rez-de-chaussée  comprend un salon, salle à manger, une cuisine, une chambre et une salle d'eau.

🔹Le réez de chaussée est composé d'une cuisine, un salon, un séjour et une salle d'eau.

🔹A l'étage on trouve une suite parentale, 3 chambres à coucher et 1 salle de bain commune.

🔸Des panneaux solaire, de climatisation centrale, une piscine, une belle fontaine, un barbecue de jardin, faux plafond, une entrée de voitures ..

🔸Superficie : terrain 1620 m2, bâti 500 m2.

🔸 Titre bleu

❤️ Prix de ventre 2.450 MD (légèrement négociable)

La Rosa immobilière est à votre disposition pour vous donner plus d'informations : TEL : Afficher le numéro / watts Afficher le numéro",1620.0,À Vendre,3,3
350000.0,À vendre – Duplex S+3 haut standing jamais habité,Appartements,Sousse,a day ago,"À vendre – Duplex S+3 haut standing jamais habité à Sahloul 5

À vendre un magnifique duplex S+3, haut standing et jamais habité, situé dans une résidence récente, calme et sécurisée à Sahloul 5.
Le bien se compose de :

Un spacieux salon avec balcon/terrasse
Une cuisine moderne avec séchoir
Trois chambres lumineuses, dont une suite parentale avec dressing
Deux points d'eau
Chauffage central, climatisation, matériaux de qualité
Résidence avec ascenseur",143.0,À Vendre,2,3
260000.0,S+2 à Vendre dans une résidence avec piscine à AFH2 Mrezga Nabeul,Appartements,Nabeul,a day ago,"S+2 à Vendre dans une résidence avec piscine à AFH2 Mrezga Nabeul
City Casa Met en Vente :

S+2 dans une résidence gardée jours et nuits très bien placée à AFH2 Mrezga Nabeul.

Il se compose, d’un salon avec balcon, une kitchenette équipée et aménagée, deux chambres à coucher avec dressing et une salle de douche.

Cet appartement est équipé par le chauffage central et la climatisation.
Superficie : 71 m²
Prix 260 000 DT.

Pour plus d’infos veuillez nous contacter sur Afficher le numéro / Afficher le numéro / Afficher le numéro / Afficher le numéro/ Afficher le numéro. 
Nous sommes disponibles sur WhatsApp sur le Numéro Afficher le numéro17",71.0,À Vendre,1,2
125000.0,Appart S+3 en RDC titre individuel a cite essaha borj louzir,Appartements,Ariana,a day ago,"A vendre un appart S+3 en RDC titre individuel à cite essaha residence Narjess  bourj louzir
Gaz de ville
Place parking
Prix:125000dt
Tel: Afficher le numéro",100.0,À Vendre,1,4
370000.0,À Vendre : Maison à Manouba Centre – Emplacement Exceptionnel,Maisons et Villas,La Manouba,a day ago,"À vendre une maison située à Manouba Centre, directement sur la route principale, offrant une excellente visibilité et un accès facile à toutes les commodités.

Superficie totale : 317 m²

Prix : 370 000 Dinars

La maison convient aussi bien pour une habitation que pour un projet commercial ou professionnel grâce à son emplacement stratégique.

📞 Pour plus d’informations ou pour une visite, veuillez  contacter Afficher le numéro",317.0,À Vendre,2,7
525000.0,"A Vendre un S+3 en cours de construction, avec une grande terrasse à AFH Mrezga Nabeul",Appartements,Nabeul,a day ago,"A Vendre un S+3 en cours de construction, avec une grande terrasse à AFH Mrezga Nabeul

Notre agence immobilière City Casa vous propose 

-	Un appartement S+3 de très haut standing à Vendre dans une résidence gardée et sécurisée à AFH Mrezga Nabeul. 
-	Un Salon avec balcon.
-	Une cuisine indépendante.
-	Une suite parentale avec salle de douche.
-	Deux chambres d’enfant avec dressing chacune et qui se partagent une salle de bain.
-	Une grande terrasse de 20 m².
-	Chauffage central et climatisation split système dans le salon et les chambres.
-	Piscine Collective.
-	Superficie 141 m² + 20 m² terrasse. 
-	Prix 525 000 DT. 
-	Place de parking sous-sol sur demande à 18 000 DT.

Pour plus d’informations contactez nos agents aux Afficher le numéro / Afficher le numéro / Afficher le numéro / Afficher le numéro / Afficher le numéro.
Nous sommes disponibles sur WhatsApp sur le Numéro Afficher le numéro17.",161.0,À Vendre,2,3
145000.0,"(S +0) avec meubles à Chatt Mariem,  Prés de la mer",Appartements,Sousse,a day ago,"✅Appartement (S+0) avec meubles  à Chatt Mariem
✅Piscine collective
✅Attestation de propriété individuel
✅100 m à la plage 
✅Appartement au premier étage  bien entretenue 
✅Balcon 
✅Idéal pour investissement avec rentabilité locatif 
✅Résidence gardée et sécurisée  
✅Superficie 35 m².

⏰ Appelez nous pour le visiter gratuitement.
Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 Afficher le numéro Whatsapp / Botim.
Votre Conseiller : ALI ZAATIR : 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 Afficher le numéro Whatsapp / Botim.
🏠Nos Adresses :
✅ Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse.
☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: Afficher le numéro.
✅ Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027.
☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : Afficher le numéro.
📩 Email :[email protected].
NEW WAY , NEWWAY , new way , newway , NewWay , real estate , realestate , new way sousse , agence immobiliere sousse , agence immobiliere , new way agence immobiliere sousse , agence immobilière , new way agence immobilière sousse .",35.0,À Vendre,1,
249000.0,(S+2) à Cité Riadh 1 avec  Place de Parking,Appartements,Sousse,a day ago,"✅Attestation de Propriété individuel 
✅Place de parking au sous sol 
✅Emplacement stratégique       
✅Idéal pour Habitation ou investissement grâce à sa rentabilité locatif et proche de tous les facultés 
✅Appartement bénéficie d'un luminosité naturelle
✅Proche de toutes commodités  
✅Chauffage centrale 
✅cuisine équipé avec Plaque ,hotte et four 
✅Ascenseur
✅Résidence gardée et sécurisée  
✅Superficie   : 103 m².

⏰ Appelez nous pour le visiter gratuitement.
Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 Afficher le numéro Whatsapp / Botim.
Votre Conseiller : ALI ZAATIR : 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 Afficher le numéro Whatsapp / Botim.
🏠Nos Adresses :
✅ Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027.
☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : Afficher le numéro
✅ Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse.
☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: Afficher le numéro.
📩 Email :[email protected].
NEW WAY , NEWWAY , new way , newway , NewWay , real estate , realestate , new way sousse , agence immobiliere sousse , agence immobiliere , new way agence immobiliere sousse , agence immobilière , new way agence immobilière sousse .",103.0,À Vendre,1,2
85000.0,Appartement  (S+2) à Bouhsina,Appartements,Sousse,a day ago,"✅Appartement (S+2) situé au deuxiéme étage à Bouhsina
✅Opportunité d'investissement dans une zone très demandée.
✅Appartement bénéficie d'un luminosité naturelle
✅Superficie 80 m².
⏰ Appelez nous pour le visiter gratuitement.
Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 Afficher le numéro Whatsapp / Botim.
 🏠Nos Adresses :
✅ Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027.
☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : Afficher le numéro
✅ Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse.
☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: Afficher le numéro.
📩 Email :[email protected].
NEW WAY , NEWWAY , new way , newway , NewWay , real estate , realestate , new way sousse , agence immobiliere sousse , agence immobiliere , new way agence immobiliere sousse , agence immobilière , new way agence immobilière sousse .",80.0,À Vendre,1,2
114000.0,(S+1) Directe Promoteur à Cité Rayhanne,Appartements,Sousse,a day ago,"✅Appartement (S+1) à Cité Rayhanne 
 ✅Frais d'enregistrement 1% (Directe Promoteur)
 ✅Appartement bénéficie d'un luminosité naturelle
 ✅Petite Résidence, gardée et sécurisée.
 ✅Idéal pour investissement 
 ✅Superficie : 60 m².

⏰ Appelez nous pour le visiter gratuitement.
Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 Afficher le numéro Whatsapp / Botim.
Votre Conseiller : ALI ZAATIR : 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 Afficher le numéro Whatsapp / Botim.
🏠Nos Adresses :
✅ Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027.
☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : Afficher le numéro
✅ Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse.
☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: Afficher le numéro.
📩 Email :[email protected].
NEW WAY , NEWWAY , new way , newway , NewWay , real estate , realestate , new way sousse , agence immobiliere sousse , agence immobiliere , new way agence immobiliere sousse , agence immobilière , new way agence immobilière sousse .",60.0,À Vendre,1,1
392000.0,(S+3) Directe Promoteur à Sahloul 4,Appartements,Sousse,a day ago,"✅Frais d'enregistrement 1% (Directe Promoteur)
 ✅Appartement bénéficie d'un luminosité naturelle
 ✅Double Ascenseur 
 ✅Petite Résidence, gardée et sécurisée.
 ✅Place de Parking : 25 000 dt 
 ✅Idéal pour investissement grâce à sa rentabilité locatif
 ✅Superficie : 134.2 m².

⏰ Appelez nous pour le visiter gratuitement.
Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 Afficher le numéro Whatsapp / Botim.
Votre Conseiller : ALI ZAATIR : 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 Afficher le numéro Whatsapp / Botim.
🏠Nos Adresses :
✅ Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse.
☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: Afficher le numéro.
✅ Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027.
☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : Afficher le numéro.
📩 Email :[email protected].
NEW WAY , NEWWAY , new way , newway , NewWay , real estate , realestate , new way sousse , agence immobiliere sousse , agence immobiliere , new way agence immobiliere sousse , agence immobilière , new way agence immobilière sousse .",134.0,À Vendre,2,3
420000.0,"Propriété de trois biens à Sahloul, dans un emplacement Stratégique",Maisons et Villas,Sousse,a day ago,"✅Deux Appartements indépendants et un studio
✅Idéal pour investissement 
✅Rendement locatif 
✅Attestation de propriété individuel
✅voisinage sélectif 
✅Emplacement stratégique
✅l'état initial  : Un duplex (s+4) indépendant 
✅Première étage avec entrée indépendante dispose Appartement  typologie (s+1)
✅Deuxième étage dispose Appartement  typologie (s+2)
✅rez de chaussée dispose d'un studio
✅Superficie : 149 m².

⏰ Appelez nous pour le visiter gratuitement.
Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 Afficher le numéro Whatsapp / Botim.
Votre Conseiller : ALI ZAATIR : 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 Afficher le numéro Whatsapp / Botim.
🏠Nos Adresses :
✅ Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse.
☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: Afficher le numéro.
✅ Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027.
☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : Afficher le numéro.
📩 Email :[email protected].
NEW WAY , NEWWAY , new way , newway , NewWay , real estate , realestate , new way sousse , agence immobiliere sousse , agence immobiliere , new way agence immobiliere sousse , agence immobilière , new way agence immobilière sousse .",149.0,À Vendre,3,4
240000.0,Appartement S+2 à vendre 54 193 555,Appartements,Sousse,a day ago,"Appartement situé dans un quartier calme, à 5 min du port El Kantaoui et du Mall of Sousse. Résidence avec ascenseur et parking. Cuisine moderne, pièces confortables et balcon avec vue agréable.

Contactez-nous pour une visite : Afficher le numéro",116.0,À Vendre,1,2
297000.0,S2 direct promoteur à vendre à cité les palmeraies,Appartements,Tunis,a day ago,"Mami Immo vous propose la Vente d’un appartement s2 (DIRECT PROMOTEUR) au 7éme étage à cité El Wahat .
Superficie : 119 m²
Un salon avec balcon
Une cuisine équipée
2 Chambres à coucher 
Une salle de bain commune",119.0,À Vendre,0,2
960000.0,A vendre une villa jumelée à la Soukra,Maisons et Villas,Ariana,a day ago,"Mami Immo vous propose la vente d’une villa jumelée neuve à la Soukra dans un cadre paisible .
Caractéristiques de la Villa
Rez de chaussée 
Un vaste salon lumineux, baigné de lumière naturelle grace a ses baies vitrées qui offrent une vue imprenable sur la piscine .
Une cuisine moderne entiérement équipée
Une salle d’eau pratique et contemporaine avec une douche à l’italienne
A l’étage 
03 suites spacieuses, chacune offrant un espace de détente confortable et une salle de bain privée.
Exterieur
Profitez d’un jardin bien entretenu avec une piscine scintillante
avec un abri de 02 voitures bien sécurisé

cette villa est un véritable havre de paix; alliant confort moderne et style de vie fonctionnel . Ne manquez pas cette opportunité unique de devenir propriétaire d’une villa de reve 
pour plus d’informations ou pour planifier une visite , n’hésitez pas à nous contacter .",180.0,À Vendre,0,3
,Hammam Et Villa Tel 98267743,Maisons et Villas,Ariana,a day ago,Tel Afficher le numéro Hamam Haut Standing et villa haut standing avec des garages tel Afficher le numéro,1100.0,À Vendre,2,6
540000.0,A vendre duplex indépendant à Ariana,Maisons et Villas,Ariana,a day ago,"À vendre un duplex indépendant situé dans un quartier résidentiel calme et recherché à Cité El Ghazala, Ariana Soghra.

Superficie du terrain : 151 m²

Superficie bâtie : 200 m²

Composition du bien :

Rez-de-chaussée :

Salon spacieux

Séjour lumineux

Cuisine équipée

Salle d’eau

Abri pour voiture

Joli jardin verdoyant

À l’étage :

Trois chambres à coucher

Salle de bain

Le bien dispose d’un titre foncier individuel.
Tous les papiers sont en règle.

Prix de vente : 540 000 dinars

Emplacement idéal, à proximité des écoles, commerces et transports.

Pour plus de renseignements ou pour organiser une visite, veuillez nous contacter sur le numéro Afficher le numéro ou sur le site web
 www.mamiimmo.tn",151.0,À Vendre,0,3
380000.0,Appartement S+2 à vendre à Kélibia – Plage El Fatha,Appartements,tunis,a day ago,"À vendre, un bel appartement S+2 situé à El Fatha, Kélibia, à seulement 2 minutes à pied de la plage.
D’une superficie de 105 m², cet appartement allie confort et praticité.

✨ Il se compose de :

Un salon lumineux avec balcon,

Deux chambres à coucher spacieuses,

Une cuisine indépendante équipée ouvrant sur une petite terrasse,

Une salle d’eau fonctionnelle.

📍 Emplacement privilégié, proche de la mer et des commodités, idéal comme résidence principale, maison de vacances ou investissement locatif.",105.0,À Vendre,01,02
150000.0,a vendre maison s+3 avec garage,Maisons et Villas,tunis,a day ago,"À vendre : Maison indépendante S+3 avec garage – 156 m²

Nous vous proposons cette agréable maison indépendante de type S+3, d’une superficie de 156 m², idéalement située dans un quartier calme et résidentiel, à proximité immédiate de toutes les commodités.

Dès l’entrée, vous serez séduit par un salon spacieux et lumineux, offrant un espace de vie confortable. La partie nuit se compose de trois chambres à coucher, dont une équipée de placards encastrés, ainsi qu’une salle de bain fonctionnelle.

La cuisine, indépendante et bien agencée, est entièrement équipée (plaque de cuisson, hotte, four électrique) et dispose d’un accès direct à un séchoir.

La propriété bénéficie également d’un garage, offrant un espace de stationnement pratique et sécurisé.

Elle est située à Sidi Ben Aïssa, un secteur résidentiel prisé pour son environnement paisible et sécurisé.",156.0,À Vendre,1,3
