price,superficie,bains,chambres
370000.0,170.0,1,2
310000.0,140.0,2,3
300000.0,111.0,2,2
300000.0,120.0,1,2
330000.0,182.0,2,3
139999.0,73.0,1,0
240000.0,120.0,1,2
255000.0,65.0,1,1
790000.0,500.0,3,3
380000.0,107.0,1,3
800000.0,500.0,2,4
750000.0,470.0,2,6
650000.0,161.0,2,4
350000.0,294.0,1,3
345000.0,133.0,1,2
420000.0,120.0,2,3
270000.0,104.0,1,2
260000.0,110.0,1,2
120000.0,90.0,1,3
305000.0,140.0,1,2
750000.0,314.0,2,3
240000.0,100.0,2,3
430000.0,186.0,2,3
400000.0,200.0,3,7
235000.0,90.0,1,2
1190000.0,230.0,3,3
600000.0,103.0,-1,2
680000.0,400.0,3,6
120000.0,100.0,2,4
290000.0,145.0,2,3
200000.0,57.4,1,1
520000.0,416.0,0,6
380000.0,100.0,2,3
410000.0,165.0,2,2
253800.0,116.0,1,1
330000.0,243.0,2,2
250000.0,137.0,1,4
190000.0,75.0,1,3
1480000.0,465.0,3,4
650000.0,498.0,2,7
350000.0,250.0,3,3
800000.0,413.0,6,8
175000.0,100.0,1,2
252000.0,134.0,1,3
235000.0,40.0,1,1
128000.0,100.0,1,2
365000.0,92.0,1,2
485000.0,124.0,1,2
1150000.0,450.0,5,7
380000.0,218.0,3,3
137998.0,100.0,1,2
195000.0,100.0,1,2
170000.0,160.0,2,4
395000.0,190.0,3,3
180000.0,400.0,100,3
449000.0,336.0,4,7
150000.0,100.0,1,3
250000.0,115.0,2,3
279000.0,110.0,2,2
160000.0,90.0,0,2
169000.0,122.0,2,3
330000.0,68.0,1,2
381000.0,123.0,2,2
360000.0,265.0,1,1
430000.0,155.0,3,3
190000.0,100.0,1,2
870000.0,418.0,7,11
363600.0,87.8,1,2
560000.0,185.0,1,3
189000.0,130.0,2,3
94000.0,78.0,1,3
150000.0,73.0,1,3
440000.0,181.0,2,2
335000.0,123.0,2,3
200001.0,85.0,1,2
200000.0,85.0,1,2
330001.0,102.0,2,2
350000.0,150.0,2,3
1000000.0,284.0,3,5
190000.0,82.0,2,2
450000.0,140.0,1,3
750000.0,300.0,3,4
630000.0,126.0,2,3
230000.0,90.0,1,2
470000.0,118.0,1,2
240000.0,105.0,1,2
299000.0,118.0,2,3
219000.0,100.0,1,2
310000.0,125.0,1,2
350000.0,204.0,1,3
159999.0,100.0,2,2
749999.0,300.0,2,6
350000.0,50.0,1,1
1269000.0,500.0,3,5
220000.0,140.0,1,3
210000.0,110.0,1,3
320000.0,250.0,2,4
220000.0,200.0,1,4
300000.0,170.0,1,5
1300000.0,580.0,2,7
580000.0,424.0,1,3
630000.0,220.0,1,3
250000.0,108.0,1,3
110000.0,75.0,1,2
800000.0,485.0,2,6
285000.0,112.0,1,2
590000.0,170.0,2,3
469997.0,145.0,2,3
350000.0,480.0,1,6
320000.0,100.0,1,2
270000.0,73.0,2,2
450000.0,145.0,0,3
256500.0,50.0,0,1
290000.0,136.0,2,2
1380000.0,530.0,4,3
380000.0,175.0,2,4
205000.0,400.0,1,3
180000.0,100.0,2,5
235000.0,130.0,1,2
690000.0,537.0,3,3
255000.0,81.0,2,2
750000.0,203.0,3,3
250000.0,135.0,1,2
560000.0,485.0,3,6
380000.0,125.0,2,3
229000.0,85.0,1,2
720000.0,180.0,5,6
240000.0,100.0,1,2
190000.0,56.0,1,1
250000.0,110.0,2,3
176003.0,80.0,1,2
165000.0,90.0,0,3
180000.0,106.0,1,2
730000.0,500.0,2,6
670000.0,325.0,2,8
580000.0,219.0,3,8
490000.0,440.0,2,3
165000.0,116.0,1,3
500000.0,145.0,2,4
290000.0,100.0,1,1
65000.0,70.0,1,2
245000.0,100.0,1,2
170000.0,115.0,1,2
185000.0,58.0,1,1
360000.0,227.0,1,4
650000.0,235.0,2,-1
330000.0,243.0,2,2
365000.0,281.0,1,4
750000.0,470.0,2,4
610000.0,400.0,2,6
180000.0,100.0,1,4
220000.0,132.0,0,3
250000.0,95.0,1,3
290000.0,63.0,1,1
195000.0,75.0,1,1
390000.0,96.0,1,2
280000.0,57.0,1,1
430000.0,329.0,0,5
179998.0,100.0,1,2
220000.0,110.0,1,2
470000.0,316.0,2,3
329999.0,200.0,1,3
