price,superficie,chambres,bains,city
310000.0,100.0,2,1.0,tunis
165000.0,90.0,3,1.0,ben arous
240000.0,71.0,1,1.0,ariana
500000.0,122.0,3,2.0,tunis
1150000.0,500.0,7,3.0,tunis
400000.0,269.0,3,1.0,nabeul
380000.0,95.0,2,1.0,nabeul
215000.0,72.0,1,1.0,nabeul
900000.0,300.0,3,3.0,ariana
1600000.0,112.0,2,1.0,tunis
1900000.0,500.0,5,3.0,tunis
210000.0,100.0,2,1.0,nabeul
95000.0,90.0,2,1.0,nabeul
240000.0,105.0,9,3.0,ben arous
360000.0,240.0,3,2.0,medenine
750000.0,360.0,2,1.0,ariana
235000.0,60.0,1,1.0,ariana
130000.0,65.0,3,1.0,tunis
450000.0,136.0,3,2.0,nabeul
295000.0,264.0,3,1.0,medenine
740000.0,178.0,3,2.0,ariana
240000.0,120.0,2,2.0,ben arous
258500.0,68.0,1,1.0,nabeul
